#peptides,GO term,Name,
2,GO:0004352,glutamate dehydrogenase (NAD+) activity,
2,GO:0008874,gluconate 5-dehydrogenase activity,
2,GO:0015232,heme transporter activity,
2,GO:0008565,protein transporter activity,
2,GO:0008254,3'-nucleotidase activity,
2,GO:0008942,nitrite reductase [NAD(P)H] activity,
2,GO:0017137,Rab GTPase binding,
2,GO:0005536,glucose binding,
2,GO:0004396,hexokinase activity,
2,GO:0052906,tRNA (guanine(37)-N(1))-methyltransferase activity,
2,GO:0004460,L-lactate dehydrogenase (cytochrome) activity,
2,GO:0019887,protein kinase regulator activity,
2,GO:0004747,ribokinase activity,
2,GO:0052874,FMN reductase (NADH) activity,
2,GO:0052873,FMN reductase (NADPH) activity,
2,GO:0004108,citrate (Si)-synthase activity,
2,GO:0033712,"1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) activity",
2,GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",
2,GO:0031216,neopullulanase activity,
2,GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,
2,GO:0005516,calmodulin binding,
2,GO:0008773,[protein-PII] uridylyltransferase activity,
2,GO:0008685,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity",
2,GO:0016742,"hydroxymethyl-, formyl- and related transferase activity",
2,GO:0001540,amyloid-beta binding,
2,GO:0016896,"exoribonuclease activity, producing 5'-phosphomonoesters",
2,GO:0045155,"electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity",
2,GO:0036459,thiol-dependent ubiquitinyl hydrolase activity,
2,GO:0004716,"signal transducer, downstream of receptor, with protein tyrosine kinase activity",
2,GO:0003949,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,
2,GO:0043015,gamma-tubulin binding,
2,GO:0102710,D-inositol-3-phosphate glycosyltransferase activity,
2,GO:0102573,aminodeoxyfutalosine synthase activity,
2,GO:0000156,phosphorelay response regulator activity,
2,GO:0008933,lytic transglycosylase activity,
2,GO:0004888,transmembrane signaling receptor activity,
2,GO:0047400,phosphonoacetate hydrolase activity,
2,GO:0004408,holocytochrome-c synthase activity,
2,GO:0102025,ATPase-coupled thiosulfate transmembrane transporter activity,
2,GO:0004531,deoxyribonuclease II activity,
2,GO:0042030,ATPase inhibitor activity,
2,GO:0008410,CoA-transferase activity,
2,GO:0008742,L-ribulose-phosphate 4-epimerase activity,
2,GO:0046523,S-methyl-5-thioribose-1-phosphate isomerase activity,
2,GO:0008412,4-hydroxybenzoate octaprenyltransferase activity,
2,GO:0009703,nitrate reductase (NADH) activity,
2,GO:0008693,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity,
2,GO:0005247,voltage-gated chloride channel activity,
2,GO:0016869,"intramolecular transferase activity, transferring amino groups",
2,GO:0015538,sialic acid:proton symporter activity,
2,GO:0034017,trans-2-decenoyl-acyl-carrier-protein isomerase activity,
2,GO:0005254,chloride channel activity,
2,GO:0003747,translation release factor activity,
2,GO:0008880,glucuronate isomerase activity,
2,GO:0008980,propionate kinase activity,
2,GO:0047964,glyoxylate reductase activity,
2,GO:0003964,RNA-directed DNA polymerase activity,
2,GO:0018024,histone-lysine N-methyltransferase activity,
2,GO:0017091,AU-rich element binding,
2,GO:0001078,"transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",
2,GO:0030234,enzyme regulator activity,
2,GO:0070401,NADP+ binding,
2,GO:0050577,GDP-L-fucose synthase activity,
2,GO:0008726,alkanesulfonate monooxygenase activity,
2,GO:0003987,acetate-CoA ligase activity,
2,GO:0047806,cytochrome-c3 hydrogenase activity,
2,GO:0047356,CDP-ribitol ribitolphosphotransferase activity,
2,GO:0015416,ATPase-coupled organic phosphonate transmembrane transporter activity,
2,GO:0008375,acetylglucosaminyltransferase activity,
2,GO:0003972,RNA ligase (ATP) activity,
2,GO:0031683,G-protein beta/gamma-subunit complex binding,
2,GO:0004483,mRNA (nucleoside-2'-O-)-methyltransferase activity,
2,GO:0015426,polar-amino acid-transporting ATPase activity,
2,GO:0045296,cadherin binding,
2,GO:0019838,growth factor binding,
2,GO:0005021,vascular endothelial growth factor-activated receptor activity,
2,GO:0047617,acyl-CoA hydrolase activity,
2,GO:0030492,hemoglobin binding,
2,GO:0004485,methylcrotonoyl-CoA carboxylase activity,
2,GO:0003707,steroid hormone receptor activity,
2,GO:0043130,ubiquitin binding,
1,GO:0004652,polynucleotide adenylyltransferase activity,
1,GO:0009041,uridylate kinase activity,
1,GO:0005381,iron ion transmembrane transporter activity,
1,GO:0004047,aminomethyltransferase activity,
1,GO:0004850,uridine phosphorylase activity,
1,GO:0004451,isocitrate lyase activity,
1,GO:0030975,thiamine binding,
1,GO:2001070,starch binding,
1,GO:0036374,glutathione hydrolase activity,
1,GO:0015649,2-keto-3-deoxygluconate:proton symporter activity,
1,GO:0008509,anion transmembrane transporter activity,
1,GO:0004125,L-seryl-tRNASec selenium transferase activity,
1,GO:0008666,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity",
1,GO:0043141,ATP-dependent 5'-3' DNA helicase activity,
1,GO:0008887,glycerate kinase activity,
1,GO:0008473,ornithine cyclodeaminase activity,
1,GO:0050151,oleate hydratase activity,
1,GO:0050462,N-acetylneuraminate synthase activity,
1,GO:0004613,phosphoenolpyruvate carboxykinase (GTP) activity,
1,GO:0042301,phosphate ion binding,
1,GO:0004853,uroporphyrinogen decarboxylase activity,
1,GO:0015496,putrescine:ornithine antiporter activity,
1,GO:0015221,lipopolysaccharide transmembrane transporter activity,
1,GO:0016682,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",
1,GO:0015225,biotin transmembrane transporter activity,
1,GO:0004746,riboflavin synthase activity,
1,GO:0004665,prephenate dehydrogenase (NADP+) activity,
1,GO:0008977,prephenate dehydrogenase (NAD+) activity,
1,GO:0015655,alanine:sodium symporter activity,
1,GO:0004452,isopentenyl-diphosphate delta-isomerase activity,
1,GO:0043822,ribonuclease M5 activity,
1,GO:0050097,methylaspartate mutase activity,
1,GO:0061603,molybdenum cofactor guanylyltransferase activity,
1,GO:0004359,glutaminase activity,
1,GO:0050304,nitrous-oxide reductase activity,
1,GO:0008837,diaminopimelate epimerase activity,
1,GO:0008993,rhamnulokinase activity,
1,GO:0008753,NADPH dehydrogenase (quinone) activity,
1,GO:0008703,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,
1,GO:0017108,5'-flap endonuclease activity,
1,GO:0043142,single-stranded DNA-dependent ATPase activity,
1,GO:0052856,NADHX epimerase activity,
1,GO:0052717,tRNA-specific adenosine-34 deaminase activity,
1,GO:0015112,nitrate transmembrane transporter activity,
1,GO:0004849,uridine kinase activity,
1,GO:0004775,succinate-CoA ligase (ADP-forming) activity,
1,GO:0008097,5S rRNA binding,
1,GO:0016775,"phosphotransferase activity, nitrogenous group as acceptor",
1,GO:0008816,citryl-CoA lyase activity,
1,GO:0008909,isochorismate synthase activity,
1,GO:0005355,glucose transmembrane transporter activity,
1,GO:0003858,3-hydroxybutyrate dehydrogenase activity,
1,GO:0004414,homoserine O-acetyltransferase activity,
1,GO:0004856,xylulokinase activity,
1,GO:0008175,tRNA methyltransferase activity,
1,GO:0004185,serine-type carboxypeptidase activity,
1,GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,
1,GO:0047739,cephalosporin-C deacetylase activity,
1,GO:0008115,sarcosine oxidase activity,
1,GO:0050485,"oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor",
1,GO:0102953,hypoglycin A gamma-glutamyl transpeptidase activity,
1,GO:0103068,leukotriene C4 gamma-glutamyl transferase activity,
1,GO:0005047,signal recognition particle binding,
1,GO:0008941,nitric oxide dioxygenase activity,
1,GO:0031409,pigment binding,
1,GO:0015411,taurine-transporting ATPase activity,
1,GO:0030729,acetoacetate-CoA ligase activity,
1,GO:0004157,dihydropyrimidinase activity,
1,GO:0004650,polygalacturonase activity,
1,GO:0003854,3-beta-hydroxy-delta5-steroid dehydrogenase activity,
1,GO:0008670,"2,4-dienoyl-CoA reductase (NADPH) activity",
1,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",
1,GO:0043824,succinylglutamate-semialdehyde dehydrogenase activity,
1,GO:0016618,hydroxypyruvate reductase activity,
1,GO:0015542,carbohydrate:proton symporter activity,
1,GO:0008772,[isocitrate dehydrogenase (NADP+)] kinase activity,
1,GO:0030283,testosterone dehydrogenase [NAD(P)] activity,
1,GO:0043916,DNA-7-methylguanine glycosylase activity,
1,GO:0052821,DNA-7-methyladenine glycosylase activity,
1,GO:0052822,DNA-3-methylguanine glycosylase activity,
1,GO:0008477,purine nucleosidase activity,
1,GO:0051116,cobaltochelatase activity,
1,GO:0030699,glycine reductase activity,
1,GO:0050308,sugar-phosphatase activity,
1,GO:0016992,lipoate synthase activity,
1,GO:0009036,Type II site-specific deoxyribonuclease activity,
1,GO:0016652,"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor",
1,GO:0008752,FMN reductase activity,
1,GO:0003721,telomerase RNA reverse transcriptase activity,
1,GO:0015081,sodium ion transmembrane transporter activity,
1,GO:0005249,voltage-gated potassium channel activity,
1,GO:0004837,tyrosine decarboxylase activity,
1,GO:0016763,"transferase activity, transferring pentosyl groups",
1,GO:0005200,structural constituent of cytoskeleton,
1,GO:0008061,chitin binding,
1,GO:0004683,calmodulin-dependent protein kinase activity,
1,GO:0000062,fatty-acyl-CoA binding,
1,GO:0004530,deoxyribonuclease I activity,
1,GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity,
1,GO:0050464,nitrate reductase (NADPH) activity,
1,GO:0070205,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase activity",
1,GO:0005092,GDP-dissociation inhibitor activity,
1,GO:0047388,[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase,
1,GO:0008924,malate dehydrogenase (quinone) activity,
1,GO:0052589,malate dehydrogenase (menaquinone) activity,
1,GO:0008721,D-serine ammonia-lyase activity,
1,GO:0008534,oxidized purine nucleobase lesion DNA N-glycosylase activity,
1,GO:0004697,protein kinase C activity,
1,GO:0004112,cyclic-nucleotide phosphodiesterase activity,
1,GO:0030165,PDZ domain binding,
1,GO:0050049,leucine dehydrogenase activity,
1,GO:0015446,ATPase-coupled arsenite transmembrane transporter activity,
1,GO:0097266,"phenylacetyl-CoA 1,2-epoxidase activity",
1,GO:0045735,nutrient reservoir activity,
1,GO:0016966,nitric oxide reductase activity,
1,GO:0016603,glutaminyl-peptide cyclotransferase activity,
1,GO:0016295,myristoyl-[acyl-carrier-protein] hydrolase activity,
1,GO:0016296,palmitoyl-[acyl-carrier-protein] hydrolase activity,
1,GO:0004320,oleoyl-[acyl-carrier-protein] hydrolase activity,
1,GO:0008756,o-succinylbenzoate-CoA ligase activity,
1,GO:0016504,peptidase activator activity,
1,GO:0070577,lysine-acetylated histone binding,
1,GO:0070628,proteasome binding,
1,GO:0008934,inositol monophosphate 1-phosphatase activity,
1,GO:0097602,cullin family protein binding,
1,GO:0052832,inositol monophosphate 3-phosphatase activity,
1,GO:0052833,inositol monophosphate 4-phosphatase activity,
1,GO:0050138,nicotinate dehydrogenase activity,
1,GO:0003882,CDP-diacylglycerol-serine O-phosphatidyltransferase activity,
1,GO:0000210,NAD+ diphosphatase activity,
1,GO:0008744,L-xylulokinase activity,
1,GO:0044877,protein-containing complex binding,
1,GO:0008808,cardiolipin synthase activity,
1,GO:0022848,acetylcholine-gated cation-selective channel activity,
1,GO:0018577,"catechol 2,3-dioxygenase activity",
1,GO:0070840,dynein complex binding,
1,GO:0004781,sulfate adenylyltransferase (ATP) activity,
1,GO:0050066,"lysine 2,3-aminomutase activity",
1,GO:0051007,squalene-hopene cyclase activity,
1,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,
1,GO:0016041,glutamate synthase (ferredoxin) activity,
1,GO:0005085,guanyl-nucleotide exchange factor activity,
1,GO:0016155,formyltetrahydrofolate dehydrogenase activity,
1,GO:0004143,diacylglycerol kinase activity,
1,GO:0000977,RNA polymerase II regulatory region sequence-specific DNA binding,
1,GO:0004020,adenylylsulfate kinase activity,
1,GO:0004848,ureidoglycolate hydrolase activity,
1,GO:0004540,ribonuclease activity,
1,GO:0004640,phosphoribosylanthranilate isomerase activity,
1,GO:0004630,phospholipase D activity,
1,GO:0004847,urea carboxylase activity,
1,GO:0008260,3-oxoacid CoA-transferase activity,
1,GO:0047575,4-carboxymuconolactone decarboxylase activity,
1,GO:0035375,zymogen binding,
1,GO:0016157,sucrose synthase activity,
1,GO:0047423,N-methylhydantoinase (ATP-hydrolyzing) activity,
1,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,
1,GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,
1,GO:0033721,aldehyde dehydrogenase (NADP+) activity,
1,GO:0015385,sodium:proton antiporter activity,
1,GO:0047590,5-dehydro-2-deoxygluconokinase activity,
1,GO:0008841,dihydrofolate synthase activity,
1,GO:0009034,tryptophanase activity,
1,GO:0102264,tRNA-dihydrouridine20 synthase activity,
1,GO:0008198,ferrous iron binding,
1,GO:0018826,methionine gamma-lyase activity,
1,GO:0047407,ADP-ribosyl-[dinitrogen reductase] hydrolase activity,
1,GO:0015438,teichoic-acid-transporting ATPase activity,
1,GO:0047449,2-dehydro-3-deoxy-L-arabinonate dehydratase activity,
1,GO:0019888,protein phosphatase regulator activity,
1,GO:0015026,coreceptor activity,
1,GO:0004099,chitin deacetylase activity,
1,GO:0008536,Ran GTPase binding,
1,GO:0008667,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity",
1,GO:0008800,beta-lactamase activity,
1,GO:0004458,D-lactate dehydrogenase (cytochrome) activity,
1,GO:0008709,cholate 7-alpha-dehydrogenase activity,
1,GO:0043799,glycine oxidase activity,
1,GO:0001000,bacterial-type RNA polymerase core enzyme binding,
1,GO:0046316,gluconokinase activity,
1,GO:0043395,heparan sulfate proteoglycan binding,
1,GO:0018836,alkylmercury lyase activity,
1,GO:0035198,miRNA binding,
1,GO:0008266,poly(U) RNA binding,
1,GO:0000175,3'-5'-exoribonuclease activity,
1,GO:0034046,poly(G) binding,
1,GO:0047794,cyclohexadienyl dehydrogenase activity,
1,GO:0016760,cellulose synthase (UDP-forming) activity,
1,GO:0035438,cyclic-di-GMP binding,
1,GO:0019905,syntaxin binding,
1,GO:0004122,cystathionine beta-synthase activity,
1,GO:0070567,cytidylyltransferase activity,
1,GO:0016851,magnesium chelatase activity,
1,GO:0050451,CoA-disulfide reductase activity,
1,GO:0008092,cytoskeletal protein binding,
1,GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity,
1,GO:0008444,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity,
1,GO:0004109,coproporphyrinogen oxidase activity,
1,GO:0004140,dephospho-CoA kinase activity,
1,GO:0015145,monosaccharide transmembrane transporter activity,
1,GO:0035005,1-phosphatidylinositol-4-phosphate 3-kinase activity,
1,GO:0016303,1-phosphatidylinositol-3-kinase activity,
1,GO:0018738,S-formylglutathione hydrolase activity,
1,GO:0004668,protein-arginine deiminase activity,
1,GO:0003727,single-stranded RNA binding,
1,GO:0048472,threonine-phosphate decarboxylase activity,
1,GO:0017056,structural constituent of nuclear pore,
1,GO:0004174,electron-transferring-flavoprotein dehydrogenase activity,
1,GO:0016636,"oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor",
1,GO:0016730,"oxidoreductase activity, acting on iron-sulfur proteins as donors",
1,GO:0010333,terpene synthase activity,
1,GO:0008834,"di-trans,poly-cis-decaprenylcistransferase activity",
1,GO:0052913,16S rRNA (guanine(966)-N(2))-methyltransferase activity,
1,GO:0047646,alkanal monooxygenase (FMN-linked) activity,
1,GO:0032450,maltose alpha-glucosidase activity,
1,GO:0004558,"alpha-1,4-glucosidase activity",
1,GO:0004656,procollagen-proline 4-dioxygenase activity,
1,GO:0031418,L-ascorbic acid binding,
1,GO:0005523,tropomyosin binding,
1,GO:0004843,thiol-dependent ubiquitin-specific protease activity,
1,GO:0015377,cation:chloride symporter activity,
1,GO:0008673,2-dehydro-3-deoxygluconokinase activity,
1,GO:0102391,decanoate-CoA ligase activity,
1,GO:0004467,long-chain fatty acid-CoA ligase activity,
1,GO:0033265,choline binding,
1,GO:0004879,nuclear receptor activity,
1,GO:0022820,potassium:chloride symporter activity,
1,GO:0004456,phosphogluconate dehydratase activity,
1,GO:0015668,Type III site-specific deoxyribonuclease activity,
1,GO:0047453,ATP-dependent NAD(P)H-hydrate dehydratase activity,
1,GO:0048487,beta-tubulin binding,
1,GO:0008022,protein C-terminus binding,
1,GO:0004869,cysteine-type endopeptidase inhibitor activity,
1,GO:0008495,protoheme IX farnesyltransferase activity,
1,GO:0008801,beta-phosphoglucomutase activity,
1,GO:0047536,2-aminoadipate transaminase activity,
1,GO:0009000,selenocysteine lyase activity,
1,GO:0017022,myosin binding,
1,GO:0036307,23S rRNA (adenine(2030)-N(6))-methyltransferase activity,
1,GO:0005042,netrin receptor activity,
1,GO:0045437,uridine nucleosidase activity,
1,GO:0070636,nicotinic acid riboside hydrolase activity,
1,GO:0070635,nicotinamide riboside hydrolase activity,
1,GO:0002039,p53 binding,
1,GO:0008013,beta-catenin binding,
1,GO:0004081,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,
1,GO:0015572,N-acetylglucosamine transmembrane transporter activity,
1,GO:0046556,alpha-L-arabinofuranosidase activity,
1,GO:0033904,dextranase activity,
1,GO:0016208,AMP binding,
1,GO:0016307,phosphatidylinositol phosphate kinase activity,
1,GO:0050501,hyaluronan synthase activity,
1,GO:0016837,"carbon-oxygen lyase activity, acting on polysaccharides",
1,GO:0034228,ethanolamine transmembrane transporter activity,
1,GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",
1,GO:0003756,protein disulfide isomerase activity,
1,GO:0071111,cyclic-guanylate-specific phosphodiesterase activity,
1,GO:0004484,mRNA guanylyltransferase activity,
1,GO:0008121,ubiquinol-cytochrome-c reductase activity,
1,GO:0106006,microtubule cortical anchor activity,
1,GO:0015631,tubulin binding,
1,GO:0043495,protein membrane anchor,
1,GO:0004984,olfactory receptor activity,
1,GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,
1,GO:0017112,Rab guanyl-nucleotide exchange factor activity,
1,GO:0031132,serine 3-dehydrogenase activity,
1,GO:0030276,clathrin binding,
1,GO:0036402,proteasome-activating ATPase activity,
1,GO:0015173,aromatic amino acid transmembrane transporter activity,
1,GO:0050611,arsenate reductase (azurin) activity,
1,GO:0015091,ferric iron transmembrane transporter activity,
1,GO:0008271,secondary active sulfate transmembrane transporter activity,
1,GO:0003867,4-aminobutyrate transaminase activity,
1,GO:0034784,pivalyl-CoA mutase activity,
1,GO:0050136,NADH dehydrogenase (quinone) activity,
1,GO:0034026,L-amino-acid alpha-ligase activity,
1,GO:0015667,site-specific DNA-methyltransferase (cytosine-N4-specific) activity,
1,GO:0008928,mannose-1-phosphate guanylyltransferase (GDP) activity,
1,GO:0000213,tRNA-intron endonuclease activity,
1,GO:0047068,"N5,N10-methenyltetrahydromethanopterin hydrogenase activity",
1,GO:0018537,"coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase activity",
1,GO:0047115,"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity",
1,GO:0047837,D-xylose 1-dehydrogenase (NADP+) activity,
1,GO:0001968,fibronectin binding,
1,GO:0005544,calcium-dependent phospholipid binding,
1,GO:0008891,glycolate oxidase activity,
1,GO:0032403,protein-containing complex binding,
1,GO:0001727,lipid kinase activity,
1,GO:0015439,heme-transporting ATPase activity,
1,GO:0103115,protoheme IX ABC transporter activity,
1,GO:0008650,rRNA (uridine-2'-O-)-methyltransferase activity,
1,GO:0015116,sulfate transmembrane transporter activity,
1,GO:0004082,bisphosphoglycerate mutase activity,
1,GO:0008697,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity,
1,GO:0003904,deoxyribodipyrimidine photo-lyase activity,
1,GO:0008775,acetate CoA-transferase activity,
1,GO:0003950,NAD+ ADP-ribosyltransferase activity,
